Timestamp,What is your given Participant ID?,What is your age?,What is your occupation / major if a student?,"How much experience do you have with Virtual Reality, if any?","How much did you enjoy said experience?
Do Not answer if you reported no experience.","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [I daydream and fantasize, with some regularity, about things that might happen to me.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [I often have tender, concerned feelings for people less fortunate than me.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [I sometimes find it difficult to see things from the ""other guy's"" point of view.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [Sometimes I don't feel very sorry for other people when they are having problems.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [I really get involved with the feelings of the characters in a novel.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [In emergency situations, I feel apprehensive and ill-at-ease.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [I am usually objective when I watch a movie or play, and I don't often get completely caught up in it.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [I try to look at everybody's side of a disagreement before I make a decision.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [When I see someone being taken advantage of, I feel kind of protective towards them.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [I sometimes feel helpless when I am in the middle of a very emotional situation.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [I sometimes try to understand my friends better by imagining how things look from their perspective.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [Becoming extremely involved in a good book or movie is somewhat rare for me.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [When I see someone get hurt, I tend to remain calm.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [Other people's misfortunes do not usually disturb me a great deal.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [If I'm sure I'm right about something, I don't waste much time listening to other people's arguments.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [After seeing a play or movie, I have felt as though I were one of the characters.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [Being in a tense emotional situation scares me.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [When I see someone being treated unfairly, I sometimes don't feel very much pity for them.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [I am usually pretty effective in dealing with emergencies.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [I am often quite touched by things that I see happen.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [I believe that there are two sides to every question and try to look at them both.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [I would describe myself as a pretty soft-hearted person.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [When I watch a good movie, I can very easily put myself in the place of a leading character.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [I tend to lose control during emergencies.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [When I'm upset at someone, I usually try to ""put myself in his shoes"" for a while.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [When I am reading an interesting story or novel, I imagine how I would feel if the events in the story were happening to me.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [When I see someone who badly needs help in an emergency, I go to pieces.]","The following statements inquire about your thoughts and feelings in a variety of situations. For each item, indicate how well it describes you by choosing the appropriate letter on the scale at the top of the page: A, B, C, D, or E. When you have decided on your answer, fill in the letter next to the item number. READ EACH ITEM CAREFULLY BEFORE RESPONDING. Answer as honestly as you can. Thank you. [Before criticizing somebody, I try to imagine how I would feel if I were in their place.]"
11/17/2025 11:48:07,n01j,31,Lecturer,2,6,E                                                       (DESCRIBES ME VERY WELL),D,A                                 (DOES NOT DESCRIBE ME WELL),B,E                                                       (DESCRIBES ME VERY WELL),D,A                                 (DOES NOT DESCRIBE ME WELL),D,D,C,E                                                       (DESCRIBES ME VERY WELL),A                                 (DOES NOT DESCRIBE ME WELL),D,C,C,D,C,B,D,D,D,C,D,A                                 (DOES NOT DESCRIBE ME WELL),E                                                       (DESCRIBES ME VERY WELL),E                                                       (DESCRIBES ME VERY WELL),A                                 (DOES NOT DESCRIBE ME WELL),C
11/17/2025 15:08:00,T02J,25,ASCL,2,4,E                                                       (DESCRIBES ME VERY WELL),B,D,C,E                                                       (DESCRIBES ME VERY WELL),D,A                                 (DOES NOT DESCRIBE ME WELL),B,C,E                                                       (DESCRIBES ME VERY WELL),D,A                                 (DOES NOT DESCRIBE ME WELL),B,C,C,D,D,B,C,D,C,C,C,B,C,E                                                       (DESCRIBES ME VERY WELL),B,D
11/17/2025 15:41:41,N03J,24,Computer Science,4,7,A                                 (DOES NOT DESCRIBE ME WELL),C,B,C,B,C,D,E                                                       (DESCRIBES ME VERY WELL),D,C,E                                                       (DESCRIBES ME VERY WELL),D,D,C,A                                 (DOES NOT DESCRIBE ME WELL),B,D,B,D,D,E                                                       (DESCRIBES ME VERY WELL),B,B,A                                 (DOES NOT DESCRIBE ME WELL),E                                                       (DESCRIBES ME VERY WELL),A                                 (DOES NOT DESCRIBE ME WELL),B,E                                                       (DESCRIBES ME VERY WELL)
11/17/2025 17:02:01,t04j,20,Computer Science,4,8,E                                                       (DESCRIBES ME VERY WELL),D,A                                 (DOES NOT DESCRIBE ME WELL),A                                 (DOES NOT DESCRIBE ME WELL),D,E                                                       (DESCRIBES ME VERY WELL),A                                 (DOES NOT DESCRIBE ME WELL),C,D,D,D,D,A                                 (DOES NOT DESCRIBE ME WELL),B,B,E                                                       (DESCRIBES ME VERY WELL),D,A                                 (DOES NOT DESCRIBE ME WELL),B,E                                                       (DESCRIBES ME VERY WELL),D,E                                                       (DESCRIBES ME VERY WELL),E                                                       (DESCRIBES ME VERY WELL),C,D,E                                                       (DESCRIBES ME VERY WELL),B,C
11/17/2025 18:37:50,T05J,23,Computer Science Major,5,8,B,D,B,B,B,D,B,D,D,E                                                       (DESCRIBES ME VERY WELL),D,D,C,B,A                                 (DOES NOT DESCRIBE ME WELL),C,D,A                                 (DOES NOT DESCRIBE ME WELL),D,D,D,B,C,B,D,C,C,E                                                       (DESCRIBES ME VERY WELL)
11/17/2025 19:17:34,T06J,21,Engineering and Geography,2,6,C,D,B,B,D,D,B,C,D,D,D,B,B,B,D,D,D,B,C,D,B,D,C,B,C,D,C,C
11/18/2025 11:36:26,N07J,26,PhD student in Engineering,2,5,D,D,A                                 (DOES NOT DESCRIBE ME WELL),A                                 (DOES NOT DESCRIBE ME WELL),E                                                       (DESCRIBES ME VERY WELL),C,A                                 (DOES NOT DESCRIBE ME WELL),E                                                       (DESCRIBES ME VERY WELL),C,C,C,A                                 (DOES NOT DESCRIBE ME WELL),D,A                                 (DOES NOT DESCRIBE ME WELL),A                                 (DOES NOT DESCRIBE ME WELL),B,C,A                                 (DOES NOT DESCRIBE ME WELL),B,D,E                                                       (DESCRIBES ME VERY WELL),B,C,A                                 (DOES NOT DESCRIBE ME WELL),C,D,A                                 (DOES NOT DESCRIBE ME WELL),B
11/18/2025 13:30:57,T08J,26,Physics PhD,3,8,D,E                                                       (DESCRIBES ME VERY WELL),A                                 (DOES NOT DESCRIBE ME WELL),C,E                                                       (DESCRIBES ME VERY WELL),B,B,C,D,C,D,A                                 (DOES NOT DESCRIBE ME WELL),B,B,D,C,C,B,D,D,B,D,C,C,D,D,C,D
11/18/2025 14:34:34,T09J,22,Computer Science,2,6,D,E                                                       (DESCRIBES ME VERY WELL),B,B,D,D,C,D,D,D,D,D,B,C,B,C,D,B,C,D,D,D,C,C,E                                                       (DESCRIBES ME VERY WELL),E                                                       (DESCRIBES ME VERY WELL),C,E                                                       (DESCRIBES ME VERY WELL)
11/18/2025 15:30:12,N10J,24,Mechanical and Electrical Engineering Major,4,10,E                                                       (DESCRIBES ME VERY WELL),D,A                                 (DOES NOT DESCRIBE ME WELL),A                                 (DOES NOT DESCRIBE ME WELL),B,D,B,E                                                       (DESCRIBES ME VERY WELL),D,E                                                       (DESCRIBES ME VERY WELL),E                                                       (DESCRIBES ME VERY WELL),E                                                       (DESCRIBES ME VERY WELL),D,C,E                                                       (DESCRIBES ME VERY WELL),E                                                       (DESCRIBES ME VERY WELL),C,A                                 (DOES NOT DESCRIBE ME WELL),B,D,D,E                                                       (DESCRIBES ME VERY WELL),E                                                       (DESCRIBES ME VERY WELL),B,C,E                                                       (DESCRIBES ME VERY WELL),B,E                                                       (DESCRIBES ME VERY WELL)
11/18/2025 16:47:07,N11J,24,Computer science,4,7,D,B,B,B,D,C,C,C,D,A                                 (DOES NOT DESCRIBE ME WELL),D,D,E                                                       (DESCRIBES ME VERY WELL),D,B,D,B,D,E                                                       (DESCRIBES ME VERY WELL),D,E                                                       (DESCRIBES ME VERY WELL),E                                                       (DESCRIBES ME VERY WELL),D,B,D,D,D,C
11/18/2025 17:05:59,N12J,23,COMPUTER SCIENCE,3,9,D,D,A                                 (DOES NOT DESCRIBE ME WELL),B,E                                                       (DESCRIBES ME VERY WELL),D,C,E                                                       (DESCRIBES ME VERY WELL),D,E                                                       (DESCRIBES ME VERY WELL),D,C,C,E                                                       (DESCRIBES ME VERY WELL),D,E                                                       (DESCRIBES ME VERY WELL),E                                                       (DESCRIBES ME VERY WELL),E                                                       (DESCRIBES ME VERY WELL),C,D,D,E                                                       (DESCRIBES ME VERY WELL),E                                                       (DESCRIBES ME VERY WELL),D,C,D,B,D
11/18/2025 17:22:26,t13j,26,PhD candidates in Materials Science and Engineering ,3,8,D,C,C,D,C,D,D,E                                                       (DESCRIBES ME VERY WELL),D,D,C,D,D,C,C,D,B,A                                 (DOES NOT DESCRIBE ME WELL),D,C,C,D,D,C,C,D,D,D
11/18/2025 17:42:34,N14J,23,Computer Science,2,8,D,C,B,B,C,B,C,C,D,C,E                                                       (DESCRIBES ME VERY WELL),B,B,B,B,C,D,A                                 (DOES NOT DESCRIBE ME WELL),D,D,E                                                       (DESCRIBES ME VERY WELL),D,D,B,D,D,B,D
11/19/2025 11:21:17,n15j,21,Computer Science and Linguistics Double Major,4,8,E                                                       (DESCRIBES ME VERY WELL),E                                                       (DESCRIBES ME VERY WELL),B,B,B,C,D,D,D,E                                                       (DESCRIBES ME VERY WELL),E                                                       (DESCRIBES ME VERY WELL),D,E                                                       (DESCRIBES ME VERY WELL),B,B,D,D,B,E                                                       (DESCRIBES ME VERY WELL),D,D,D,D,A                                 (DOES NOT DESCRIBE ME WELL),E                                                       (DESCRIBES ME VERY WELL),E                                                       (DESCRIBES ME VERY WELL),B,D
11/19/2025 12:04:52,T16J,23,Computer Science,3,3,E                                                       (DESCRIBES ME VERY WELL),D,B,C,B,A                                 (DOES NOT DESCRIBE ME WELL),B,D,D,B,C,A                                 (DOES NOT DESCRIBE ME WELL),C,A                                 (DOES NOT DESCRIBE ME WELL),A                                 (DOES NOT DESCRIBE ME WELL),B,D,B,E                                                       (DESCRIBES ME VERY WELL),E                                                       (DESCRIBES ME VERY WELL),D,C,D,B,B,D,A                                 (DOES NOT DESCRIBE ME WELL),C
11/19/2025 12:43:21,t17j,21,"computer science, digital arts + neuro minor ",4,9,D,D,B,B,B,B,E                                                       (DESCRIBES ME VERY WELL),D,E                                                       (DESCRIBES ME VERY WELL),B,D,A                                 (DOES NOT DESCRIBE ME WELL),E                                                       (DESCRIBES ME VERY WELL),B,D,B,C,B,E                                                       (DESCRIBES ME VERY WELL),E                                                       (DESCRIBES ME VERY WELL),E                                                       (DESCRIBES ME VERY WELL),C,B,A                                 (DOES NOT DESCRIBE ME WELL),E                                                       (DESCRIBES ME VERY WELL),C,A                                 (DOES NOT DESCRIBE ME WELL),E                                                       (DESCRIBES ME VERY WELL)
11/19/2025 13:05:36,T18J,25,Bioengineering PhD ,1,,B,D,A                                 (DOES NOT DESCRIBE ME WELL),B,B,C,B,E                                                       (DESCRIBES ME VERY WELL),D,B,E                                                       (DESCRIBES ME VERY WELL),C,D,B,B,B,D,A                                 (DOES NOT DESCRIBE ME WELL),E                                                       (DESCRIBES ME VERY WELL),C,E                                                       (DESCRIBES ME VERY WELL),C,B,A                                 (DOES NOT DESCRIBE ME WELL),E                                                       (DESCRIBES ME VERY WELL),D,A                                 (DOES NOT DESCRIBE ME WELL),C
